Main Category,Subcategory,YouTube Shorts Links,Generated Caption,Channel Title,Captions,Sample Comments,posted,post id
Animated Movies and Cartoons,Modern Animated Films,https://www.youtube.com/watch?v=lTxn2BuqyzU,"""Just watched 'Watermelon: A Cautionary Tale' and I'm still laughing! 😂🍉 What would you do if seeds started growing in your belly? #Animation #ShortFilm""",CGMeetup,No captions available,Cf; He turn into a watermelon😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂; Jk. Its fake,False,
Animated Movies and Cartoons,Modern Animated Films,https://www.youtube.com/watch?v=jNb-wvzw1bk,"""Why do moms always know? 😂💖 This one had me rolling! What's your favorite mom moment? #memes #shorts""",Rico Animations,Captions available,2021 March 31; 😮😂😂😅; Moms laugh and Jason&#39;s &#39;&#39; yeah&#39;&#39;  are killing me on the floor 😂😂😂,False,
Animated Movies and Cartoons,Modern Animated Films,https://www.youtube.com/watch?v=Rk-ahO4JtP4,"Just watched ""Rita's Great Trek"" and I can’t stop smiling! 🌟 Can you believe the adventure she goes on? What would you do in her shoes? #AnimationMagic #ShortFilm 🎬",CGMeetup,No captions available,"<a href=""https://youtube.com/@giggletails-y1z?si=5iE154cwHhi2W75S"">https://youtube.com/@giggletails-y1z?si=5iE154cwHhi2W75S</a>; Ol; 😊",False,
Animated Movies and Cartoons,Modern Animated Films,https://www.youtube.com/watch?v=iY2IXojrXwY,"""Just watched 'The Easy Life' and I'm blown away! 😍✨ How do they make CGI look so real? Check it out! #AnimationMagic #TheCGBros""",TheCGBros,No captions available,That&#39;s what u get😂.; This is why you don&#39;t buy form weird stores run by old Asian men. Also what do the parents think?; 😢OMG😮😭🤬😡😠,False,
Animated Movies and Cartoons,Anime & Manga,https://www.youtube.com/watch?v=CePaLLzCDe0,"""Just watched this epic Jujutsu Kaisen edit! 🔥 Who else is obsessed with Gojo and Sukuna? Let’s discuss! #mangaedit #jujutsukaisen""",Mythic Saiyan,No captions available,"My telegram channel - <a href=""https://t.me/saiyansdomain"">https://t.me/saiyansdomain</a>; Fr; Me and the Bro feeling like Gojo and Sukuna Me:😈👏 Bro:💀👏",False,
Animated Movies and Cartoons,Anime & Manga,https://www.youtube.com/watch?v=t_PU8OKJIx0,"""Did I just witness the funniest moment in Heavenly Delusion? 😂✨ What was your favorite part? #anime #heavenlydelusion""",Senpai Weebz,Captions available,The anime name is the TWO first words in the title✨; 2050; Bro is diddy,False,
Animated Movies and Cartoons,Anime & Manga,https://www.youtube.com/watch?v=FTmcdMES6eg,"""Did Sukuna just try to CANCEL Yuji?! 😳💀 This Abridged series is pure gold! What’s your fave moment? #JujutsuKaisen #AnimeComedy""",The Anime Boiis,Captions available,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤; ‘’ nah I’d win ‘’<br>Sukana: ‘’ 🤨 ‘’<br>‘’ chapter 236 bitch 😒 ‘’; “Black people Sukuna:nig-alright that’s enough of this game”💀,False,
Animated Movies and Cartoons,Anime & Manga,https://www.youtube.com/watch?v=LwtNJ6xfTVI,"""That entrance was next level! 😈🔥 Who else is feeling those bad boy vibes? Let’s talk favorites! #anime #badassmoments""",Yt Lior,No captions available,SUBSCRIBE TO MY CHENNAL TO MORE ANIME CONTENT 😅; bro is NOT yuta💀; He entered with gosht ❌<br>He is the gosht ✅,False,
Animated Movies and Cartoons,Anime & Manga,https://www.youtube.com/watch?v=flrVXTzczsk,"""Whoa, that Tanjiro vs Hantengu fight in 4K is next level! 🔥😱 Who else is shook after that finale? #DemonSlayer #Anime""",The Rust Hawk,No captions available,&quot;Ek second ke liye laga ki ye real fight chal rahi hai! 🔥😳 Bro ne level cross kar diya!&quot;; TANJIRO VOICE IS FIRE; Donald trump le gana,False,
Animated Movies and Cartoons,Animation Behind-the-Scenes,https://www.youtube.com/watch?v=ZYLnBILKDPo,"""Behind the magic of 'In Shapes'! 🎨✨ Can’t believe this was all done remotely! What’s your favorite animation style? #AnimationMagic #BlueZoo""",Blue Zoo Animation Studio,No captions available,💀💀💀; 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😘😚😚😚😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😍😚😍😚😍😚😍😚😍😍😚😘😘😘😘😘😘😘😘; BLUEZOO made Big Tree City in 2022,False,
Animated Movies and Cartoons,Animation Behind-the-Scenes,https://www.youtube.com/watch?v=9-VlMTpBzTg,"""Just watched the Pianosaurus meme come to life! 😂🎹 What’s your favorite moment from behind the scenes? #PoppyPlaytime #Animation""",Ben_L_007,Captions available,"“How many times have you watched this?”<br>“Yes”; Bro:let&#39;s mai boy no i boy<br>Pianosaurus: Brother help.; So funny, eight second person in Poppy playtime 😂",False,
Animated Movies and Cartoons,Animation Behind-the-Scenes,https://www.youtube.com/watch?v=lx3qT6kfoIo,"""Just when you thought Baby Delight couldn't get any cuter! 😍✨ What was your favorite moment from Part 2? #PoppyPlaytime #Animation""",Austrian,Captions available,Uy lloye ni; 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😮😢😮😢😮😢😮😢😮😢😮😢😮😢<br><br><br><br><br><br><br><br>HELENA HELENA 😢😢😢😢😢😢😢😢😢😢HELENA; 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢HELENA,False,
Animated Movies and Cartoons,Animation Behind-the-Scenes,https://www.youtube.com/watch?v=4Z6gUjESSfg,"""Just saw the behind-the-scenes magic of Poppy Playtime! 🎨✨ How do they make it all come to life? #Animation #PoppyPlaytime""",Cornet Studios,Captions available,Bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh bruh😂; 😂😂😂😊😊😊; Guys you better not mess with dogday💀,False,
Animated Movies and Cartoons,Animation Behind-the-Scenes,https://www.youtube.com/watch?v=yH6Dp5pgA6U,"""OMG, the behind-the-scenes magic of Huggy Wuggy's comeback is unreal! 😱✨ What do you think he’s up to this time? #PoppyPlaytime #Animation""",Ben_L_007,Captions available,"His name is Huggy!
<br>Huggy Wuggy,
<br>When he hugs you, he&#39;ll never stop!
<br>Your friend Huggy!
<br>Huggy Wuggy,
<br>He&#39;ll squeeze you until you pop!	„
<br>~ Huggy Wuggy&#39;s theme song, foreshadowing his true nature; Prototype:how was the fall🗣️🔥🔥🔥<br>Huggy wuggy:👁️👄👁️; Where was huggy the last 2 chapters 3 and 4 because was he with the prototype or was he running from him?",False,
Challenge Videos,Fitness Challenges,https://www.youtube.com/watch?v=Jzf3CATigZ8,"""OMG, this fitness challenge is no joke! 😅💪 Who's ready to sweat it out with me? Let’s crush it together! #fitnesschallenge #workout""",blogilates,Captions available,"She didn&#39;t do it right. She was too fast, her form was not good. Her knees bend on the way down.; The reason challenge is not using a weight to help; This hurts my knees 😂",False,
Challenge Videos,Fitness Challenges,https://www.youtube.com/watch?v=0fQKi1xhKSc,"""Who else is struggling with these push-ups? 😂💪 I can barely manage one! Let’s see your attempts! #PushUpChallenge #FitnessFun""",JUSTJULES💖,Captions available,Better than I could do👍✨; I can’t even do 1 pushup 😭; Not gonna lie that’s not a push up go way longer,False,
Challenge Videos,Fitness Challenges,https://www.youtube.com/watch?v=l6qBHmxrUhc,"""Whoa, this core challenge is no joke! 😱🔥 Think you can handle it? Let’s see your moves! #FitnessChallenge #imkavy""",imkavy,No captions available,"My lower back hurts while watching this!<br>After years of practice, this is not the posture we would expect of her.; 🎉🎉🎉🎉; Very nice ❤❤❤",False,
Challenge Videos,Fitness Challenges,https://www.youtube.com/watch?v=TlLLXCFe08s,"""Skipped leg day? 😅 Time to get back on track! Tag your gym buddy who needs a little motivation! 💪 #fitness #90daychallenge""",90 Day Challenge,Captions available,Bro I am so sorry because I am not doing 90 day challenge because of my exam so sorry now soon I am going to do 90 day challenge; Same to you; lol,False,
Challenge Videos,Fitness Challenges,https://www.youtube.com/watch?v=FhoAwGUZHM0,"""OMG, a week without arm workouts? 😅 Who else has been there? 😂 Let’s get those gains back! 💪 #fitnessstruggles #BrowneyChallenge""",Browney,Captions available,najgorszy crosfitowiec na świecie jak to są podciągnięcia to ja jestem święty piotr; W; Руки опухоли 😂,False,
Challenge Videos,Food Challenges,https://www.youtube.com/watch?v=OB3REw1CHTo,"""🔥 This flag challenge had me sweating! Which flag would you pick? 🌶️ #SpicyFood #Challenge""",LukeDidThat,Captions available,Heart attacks are afraid of him apparently; Why is bro angry; Mexico please 🥺,False,
Challenge Videos,Food Challenges,https://www.youtube.com/watch?v=hEZ9dqTtEMw,"""OMG, the spice levels in this challenge are 🔥! Who do you think handled it better? 😂👇 #SisterVsSister #SpicyChallenge""",Spizee,Captions available,Should I find more sisters? <br>Yes 👇 No 👇; Are you all twins; Were spizee,False,
Challenge Videos,Food Challenges,https://www.youtube.com/watch?v=vXUZpRRrIBU,"""OMG, the faces in this Sour Gummy Lemon Challenge are priceless! 🍋😱 Who else is brave enough to try it? #SourChallenge #GummyFun""",DrewMe2Jesus,Captions available,LIKE this comment if you love JESUS ❤; woooooooooo🤯🤬🤯🤯🤯; 🤮🤮🤮🤮🤮,False,
Challenge Videos,Food Challenges,https://www.youtube.com/watch?v=usYRpRDnUGc,"""Whoa! 🌊💙 Just watched the Giant Blue Food Challenge and I'm shook! Who's brave enough to try this? #foodchallenge #DrewMe2Jesus""",DrewMe2Jesus,Captions available,,False,
Challenge Videos,Food Challenges,https://www.youtube.com/watch?v=hl9uTDf-Ixg,"""Did he really just eat that? 🤯🍰 Cake or real food? You won't believe your eyes! Which would you choose? #FoodChallenge #LukeDidThat""",LukeDidThat,Captions available,Luke Did That Luke Did That En Español Cake Or Vs Real Food Challenge; Dang he will have diabetes😂; caaaaaaaaaaaake,False,
Challenge Videos,Viral Internet Challenges,https://www.youtube.com/watch?v=lEMG9AzaRvg,"""Whoa, these social media challenges are next level dangerous! 😱 Which one shocked you the most? #CrazyChallenges #SocialMedia""",Mrwhosetheboss,Captions available,"For more about TikTok and these ridiculous challenges: <a href=""https://www.youtube.com/watch?v=syCmXKNxvwg"">https://youtu.be/syCmXKNxvwg</a> (PLEASE DON&#39;T TRY THESE AT HOME!); Also sorry, aber wie dumm kann man eigentlich sein so einen Scheiße zu machen für kein Geld der Welt würde ich sowas mache <br>Da denkt man sich echt wo die Menschen ihren Verstand gelassen haben <br>( und ja ich schreibe auf deutsch 😁); I’m going back to the 1800s",False,
Challenge Videos,Viral Internet Challenges,https://www.youtube.com/watch?v=v0L5LytkQTE,"""OMG, I couldn't hold it in! 😂 Did you make it through without cracking up? #TryNotToLaugh #memes""",Starkid ,Captions available,Did you laugh?; 911 moment. you can laugh but he hates the fact you&#39;re still breathing.; The 3rd one i cant,False,
Challenge Videos,Viral Internet Challenges,https://www.youtube.com/watch?v=X40_0uqYbio,"""OMG, I can't stop laughing! 😂 Did you see that twist? What was your favorite part? #funny #challenge""",H&T Official,Captions available,Sakura is around 😅; 😂😂😂😂😂❤❤❤❤❤❤😂😂😂❤❤; Thank for 60 subscriber 🎉🎉🎉🎉🎉🎉,False,
Challenge Videos,Viral Internet Challenges,https://www.youtube.com/watch?v=7AgsIGYzy-k,"""OMG, these viral challenges are next level! 😂🔥 Which one do you think I nailed? Check it out! #ChallengeAccepted #MrMiko2.0""",MrMiko 2.0,Captions available,Ohoooo😊😊 AP ki vice; Aajj free fire; Tum bilkul agnit jaise dikhte ho 😂😂😂,False,
Challenge Videos,Viral Internet Challenges,https://www.youtube.com/watch?v=sxmTTS4qros,"""OMG, I couldn’t hold it in! 🤣 Which meme made you laugh the hardest? Let’s hear it! #TryNotToLaugh #memes""",Rico Animations,No captions available,"Join my membership to support my animations<br>use this link<br><a href=""https://www.youtube.com/channel/UCOicc9kd58k_XR3D7bTx8oA/join"">https://www.youtube.com/channel/UCOicc9kd58k_XR3D7bTx8oA/join</a><br><br>I also have some perks that you will love; Bro you can&#39;t laugh; Hahaha",False,
Challenge Videos,Creative Skill Challenges,https://www.youtube.com/watch?v=YpZZNemF26o,"""Who’s ready for a DIY Squid Game night? 🎉🕹️ Can you master all the challenges? Let’s find out! #SquidGame #DIY""",Fati Craft World,Captions available,😊😊; I love the squid  game❤❤❤❤❤❤❤😊😊😊😊🎉🎉🎉🎉🎉🎉🎉🎉❤; 🆒😎,False,
Challenge Videos,Creative Skill Challenges,https://www.youtube.com/watch?v=QjGDg9fZEbY,"""OMG, I can't believe I almost picked the wrong one! 😱 Which one did you think was real? Let’s hear your guesses! #artchallenge #drawing""",Yasmin Art Drawing,Captions available,the pencil not is real; B; A,False,
Challenge Videos,Creative Skill Challenges,https://www.youtube.com/watch?v=ku5vQmAewfI,"""Okay, I totally guessed wrong! 😂 Which one did you think was the drawing? 💜 #artchallenge #drawing""",Yasmin Art Drawing,Captions available,Yes yes yes 😊😊😊😊😅😅😅😂❤❤❤; You are such a talented artist  your drawing  was very  nice  and I got correct ❤ honestly  I knew  it was last one was a drawing  awesome 👌; Yes,False,
Challenge Videos,Creative Skill Challenges,https://www.youtube.com/watch?v=0akGEg6cZfY,"""Wow, these painting hacks are a game changer! 🎨✨ Who else is ready to level up their art skills? #ArtHacks #CreativeVibes""",Farjana Drawing Academy,Captions available,I am from India and didu 🥰🥰🥰🥰🥰🥰🥰 aap bahut acchi drawing 👌 art painting banate ho ❤️🥰💟 please pin me please 🥺😭😭😭😭😭😭😭😭😭😭😭😭; Your nails is so cool; Ŵooooo wicked cool,False,
Cooking and Baking,Gourmet Recipes,https://www.youtube.com/watch?v=ObCqPXjox4Y,"""Just tried making this Gourmet Lunchly Pizza and wow! 🍕🔥 Who else is ready to elevate their lunch game? #GourmetPizza #Foodie""",Kyle Istook,Captions available,Better than Lunchly alone; I like my cheese real bruh.; Did i just see mold? On the top pizza,False,
Cooking and Baking,Gourmet Recipes,https://www.youtube.com/watch?v=qwlBakwrhPw,"""Ever wonder why restaurant salmon hits different? 🤔🔥 Let's talk flavor secrets! What's your favorite way to enjoy it? #cooking #salmon""",ThatDudeCanCook,Captions available,YOU ARE NOW YOUR OWN RESTAURANT!!; Farm raised crap is usually what you get in a restaurant. <br>I&#39;ll take my fresh caught eild saltwater.; I fucking hate dill,False,
Cooking and Baking,Gourmet Recipes,https://www.youtube.com/watch?v=Wo0smJajSuM,"""Who else is craving this epic Full English Breakfast? 😍🥓 Perfect for a lazy weekend! What’s your favorite breakfast item? #Foodie #BreakfastGoals""",Notorious Foodie,Captions available,"As a regular breakfast, this would be too heavy for me. Way too greasy.<br>But when being high or sober, i&#39;m sure it would be great.; looks like full-day meal; Tawp hma leh si veee",False,
Cooking and Baking,Gourmet Recipes,https://www.youtube.com/watch?v=RS5c0GgI68s,"""Who knew you could turn instant noodles into fine dining? 🤯🍜 What's your favorite budget hack? #GourmetOnABudget #SauccEats""",SauccEats,Captions available,"Bros brain gotta be in his ass. That’s the only logical explanation. 💀; Steak is a budget meal? What is a normal meal then, filet mignon?; the cooking gods shall be deeply offended",False,
Cooking and Baking,Gourmet Recipes,https://www.youtube.com/watch?v=2dR6SzUwbpY,"""Just tried making this Chicken Shawarma and I’m obsessed! 😍🥙 Who else is ready to dive into this deliciousness? #Foodie #ShawarmaLove""",Great Indian Asmr,No captions available,Chilli pickle recipe; Gujarat mein main ya sab khata rahata hun 30 rupees me milta hai 😂😂😂😂😂😂😂😂😂😂😂😂😂😂; My friend named my balloon dog Chicken Shawarma. I didn’t know what that meant until I came across this video!! HE WILL NEVER EAT MY BALLON DOG THO,False,
Cooking and Baking,Quick & Easy Meals,https://www.youtube.com/watch?v=9-8LUW5tqBg,"""Just made this 2-ingredient Nutella soufflé and I’m obsessed! 😍🍫 Who's ready to bake? #NutellaLovers #baking""",Fitwaffle Kitchen,Captions available,Fake; Fak; 3 or 2 ingridients,False,
Cooking and Baking,Quick & Easy Meals,https://www.youtube.com/watch?v=PYgo-L-NVyg,"""Just tried this one pan egg toast hack and I'm obsessed! 🍳🥪 Who knew breakfast could be this easy? What's your go-to morning meal? #EggSandwichHack #QuickBreakfast""",Pakladies,No captions available,wtf pattie is that?! Soy meat or something? The cheese is fake. I like the idea thou.; Mine just slops all over when I try and flip it!; Price please,False,
Cooking and Baking,Quick & Easy Meals,https://www.youtube.com/watch?v=3JGOK5q5IMA,"""Just made these 3-ingredient Nutella cookies and I can't stop eating them! 😍🍪 Who's ready to bake? #Nutella #cookies""",Fitwaffle Kitchen,Captions available,"These are so so simple, Hope you like them! 💖💖💖; Ours came our sticky and still wet?? Where did we go wrong?; elmas kurabiye........... calmissin..nefis yemek tariflerinden.",False,
Cooking and Baking,Quick & Easy Meals,https://www.youtube.com/watch?v=AJSZzt_d7yI,"""Just made this one-pan chicken & potatoes and WOW! 🍗🥔 Who else is obsessed with easy dinners? #OnePanWonder #Yum""",Moribyan,Captions available,"I tried this today, added some red chili powder too. Overall, it was ok but next time I’m definitely going to marinate this for a few more hours, use 1.5x the marinade and more chili powder. Might throw in some onions too. Yes I’m desi, everything needs to be that much more flavorful lol; Looks good; Looks great. What are the time and temp?",False,
Cooking and Baking,Quick & Easy Meals,https://www.youtube.com/watch?v=aYidAfOnReg,"""These lunch ideas are a game changer for back to school! 🍱✨ What’s your go-to lunch for class? #BackToSchool #LunchIdeas""",Ereka Vetrini,Captions available,Subscribe if this sandwich sounds tasty!😋; What type of cheese is it; …,False,
Cooking and Baking,Baking Desserts & Pastries,https://www.youtube.com/watch?v=nCyikFqXViU,"""OMG, this 2-ingredient mousse is a game changer! 😍🍫 Who's ready to impress their taste buds with zero effort? #dessert #yum""",Carleigh Bodrug,Captions available,Recipe is linked in the description ❤; Can we have one for kids please❤❤❤; Nooooo. I am too lazy for this😅😅,False,
Cooking and Baking,Baking Desserts & Pastries,https://www.youtube.com/watch?v=9-8LUW5tqBg,"""OMG, this Nutella soufflé is a game changer! 🍫✨ Who knew 2 ingredients could taste this good? Have you tried it yet? #baking #dessert""",Fitwaffle Kitchen,Captions available,Fake; Fak; 3 or 2 ingridients,False,
Cooking and Baking,Baking Desserts & Pastries,https://www.youtube.com/watch?v=vZk-nsUJoEM,"""OMG, this Nutella dessert is a game-changer! 🍫✨ Who else is ready to whip this up? #NutellaLove #DessertGoals""",Fitwaffle Kitchen,Captions available,What was she doing when her eye was on the microwave?😅; I’m making it rn; Can u put them in the microwave instead of a airfryer? If u can then how much secs,False,
Cooking and Baking,Baking Desserts & Pastries,https://www.youtube.com/watch?v=WXYErmlT0Fs,"""OMG, those pastries look to die for! 🎃✨ Which one would you try first? #PastryHeaven #LAEats""",janemukbangs,Captions available,"Luv🎉🎉😊😅😂; Girl, I hate to break it to you, but I don’t think you should be eating that why because it looks like if you have cancer, you’re literally going to DIE.😟🫣🫤😬; When my guel said HVe a bite😢😢",False,
Cooking and Baking,Baking Desserts & Pastries,https://www.youtube.com/watch?v=Hpmx8ph4DTY,"""OMG, those pastries look to die for! 😍🍰 Which one would you try first? #PastryHeaven #LAMunchies""",janemukbangs,Captions available,Where is this pastry place???? I wanna go there!; You.  Ar.  BOID; 1000000000,False,
Cooking and Baking,International Cuisine Tutorials,https://www.youtube.com/watch?v=pOS5ok2z-rw,"""Just watched this and my taste buds are on fire! 🔥 What's your favorite Middle Eastern dish? #Foodie #Yum""",Louis Gantus,Captions available,"Shelby’s gonna catch this guy; Middle Eastern food truly is a masterpiece of flavors! Every dish feels like a warm, delicious hug from the region&#39;s rich culture.; ZA BEBSI??",False,
Cooking and Baking,International Cuisine Tutorials,https://www.youtube.com/watch?v=gOFcRx1m8ZY,"""Just learned the *real* way to make spaghetti from the pros! 🍝✨ Who's ready to impress their taste buds? #CookingGoals #SpaghettiLove""",Lionfield,Captions available,En büyük Türk❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤; Скадуш; What will happen if we take the wrapper out ....,False,
Cooking and Baking,International Cuisine Tutorials,https://www.youtube.com/watch?v=Wo0smJajSuM,"""Who else is craving a Full English after watching this? 😍🍳 It's a breakfast feast! What's your favorite breakfast combo? #Foodie #BreakfastGoals""",Notorious Foodie,Captions available,"As a regular breakfast, this would be too heavy for me. Way too greasy.<br>But when being high or sober, i&#39;m sure it would be great.; looks like full-day meal; Tawp hma leh si veee",False,
Cooking and Baking,International Cuisine Tutorials,https://www.youtube.com/watch?v=eL4y_GFLNI8,"""Just made this homemade brunch focaccia and it’s a game changer! 😍🍞 Who’s ready to impress their weekend guests? #BrunchGoals #Homemade""",Turkuaz Kitchen,No captions available,Wow... must try this!  Thanks for sharing!❤; Yummy!❤🍕🥰; Amazing breakfast 💕,False,
Cooking and Baking,International Cuisine Tutorials,https://www.youtube.com/watch?v=3JGOK5q5IMA,"""Just made these 3-Ingredient Nutella Cookies and they’re a game changer! 🍪✨ Who's ready to give them a try? #baking #cookies""",Fitwaffle Kitchen,Captions available,"These are so so simple, Hope you like them! 💖💖💖; Ours came our sticky and still wet?? Where did we go wrong?; elmas kurabiye........... calmissin..nefis yemek tariflerinden.",False,
Pets and Animals,Funny Pet Videos,https://www.youtube.com/watch?v=63IX34q4Us0,"""OMG, that motorcycle dog had me in stitches! 😂🐶 What’s the funniest pet you've ever seen? #FunnyAnimals #Shorts""",MIRANO,No captions available,"The motorcycle dog does not exist.
<br>The motorcycle dog:; What is the filter?<br>That dog sounds like a motorcycle; What is the filter?",False,
Pets and Animals,Funny Pet Videos,https://www.youtube.com/watch?v=1tojp2IwOXA,"""Is it just me, or does Hammy make the cutest tomato ever? 🍅😂 What other veggies do you think he could be? #TalkingDog #HammyAndOlivia""",Hammy and Olivia,Captions available,Absolutely the cutest thing ever!!!💖💖💖😊👍 I&#39;ve watched this 67 times and still laughing 🤣🤣👍; That dog is so cute lol!🤔🤔🤔; That dog is the cutest dog .is because the way the dog talks.❤❤❤❤❤❤❤,False,
Pets and Animals,Funny Pet Videos,https://www.youtube.com/watch?v=B60Li1SO9QY,"""Just when you think you've seen it all! 😂🐾 Which one made you laugh the hardest? #FunnyAnimals #PetComedy""",Alegod - Funny animals,No captions available,"Подписывайтесь на telegram <a href=""https://t.me/alegodFA"">https://t.me/alegodFA</a> . Поддержите канал, наслаждайтесь роликами с животными, поднимайте себе настроение, приятного просмотра!🐕🐈😊; 😂😂😂😂😺😸😹; 😂😂😂❤❤❤❤ I love animals",False,
Pets and Animals,Funny Pet Videos,https://www.youtube.com/watch?v=mxPDp1esjE4,"""Just when you thought it couldn't get any funnier! 😂🐾 What's your pet's silliest moment? Share below! #FunnyAnimals #PetComedy""",OH My Funny Dog!,Captions available,"Start recording today by clicking the link!
<br>📹🤣Pet Cam ⏩ <a href=""https://amzn.to/3yPvC27"">https://amzn.to/3yPvC27</a> send us your clips
<br>
<br>🎬Click to see more funny cute dog videos 
<br><a href=""https://www.youtube.com/shorts/PBE6Tv7dOSM"">https://youtube.com/shorts/PBE6Tv7dOSM</a>; 𓆟; 𓆡",False,
Pets and Animals,Funny Pet Videos,https://www.youtube.com/watch?v=jBEEsLeKoUM,"""OMG, watch how confused these pups get with the optical illusion rug! 😂🐾 Have your dogs ever reacted like this? #dogsoftiktok #funnydogs""",My Mountain Husky,Captions available,My dog would just dig the rug. 😂; Soooooooooooooo😂😂😂😂😂; ❤❤❤,False,
Pets and Animals,Wildlife Documentaries,https://www.youtube.com/watch?v=SafLDPb5-E0,"""Wow, the jaguar's hunting skills are next level! 🐆✨ Who else thinks they’re the ultimate predator? #WildlifeWonder #JungleKings""",Nat Geo Animals,No captions available,Who thinks jaguar is the best hunter; Love them<br>❤; The jaguar is very powerful!! ❤🐯❤,False,
Pets and Animals,Wildlife Documentaries,https://www.youtube.com/watch?v=M2vT8N9lxsk,"""Can you believe this man bravely slapping lions with a sandal? 😂🦁 What’s the craziest animal encounter you've had? #Wildlife #ZooLife""",Earth Nature,Captions available,သားသ္မီးကမြားလိုက်တာ; Lion and tiger whisperer ❤❤❤. Great disciplining his pets.; PURE AWESOMENESS!!!,False,
Pets and Animals,Wildlife Documentaries,https://www.youtube.com/watch?v=MX7r7dekqUE,"""Whoa! 😲 This standoff between tigers and a snake had me on the edge of my seat! Who do you think will come out on top? 🐅🐍 #WildlifeBattle #NatureFury""",Nature World,Captions available,,False,
Pets and Animals,Wildlife Documentaries,https://www.youtube.com/watch?v=phZ3TQ2e50Y,"""Just when you think lions are all roar and no play! 😂🦁 Who knew they had such a funny side? #FunnyLion #WildlifeMoments""",Funny meow moments,Captions available,I hate hyenas,False,
Pets and Animals,Wildlife Documentaries,https://www.youtube.com/watch?v=Qxew6q3w434,"""OMG, that baby dolphin is too cute! 🐬💖 Who else is obsessed with these little ocean cuties? #BabyAnimals #DolphinLove""",Nat Geo Animals,No captions available,❤❤❤❤❤❤❤; Dolphin lovers like here; Wow 😮❤,False,
Pets and Animals,Pet Care Tips,https://www.youtube.com/watch?v=uA6XtHodOB8,"""Ever seen a cat go from fierce to fabulous? 😹✨ This groomer has some serious skills! What do you think? #catcare #petgrooming""",PurrfectPawsHub,Captions available,"The groomer may be good at his job of washing, cutting and fluffing but has no clue how to make a cat feel relaxed.; Poor cat stuck in that cage; 😂🤣😂",False,
Pets and Animals,Pet Care Tips,https://www.youtube.com/watch?v=9biWC3pKzE0,"""Can we talk about how pure her heart is? 🥺💖 Who else feels the love from their pups? #doglover #wholesome""",Mayapolarbear,Captions available,She says &quot;you can hate me but I still love you 🥰&quot;; She was like: anything else gwrl😂😂; Hahaha😂😂,False,
Pets and Animals,Pet Care Tips,https://www.youtube.com/watch?v=jBEEsLeKoUM,"""Wait for it... 😂🐾 Our pups can't handle this optical illusion rug! What would your dog do? #dogsoftiktok #funnydogs""",My Mountain Husky,Captions available,My dog would just dig the rug. 😂; Soooooooooooooo😂😂😂😂😂; ❤❤❤,False,
Pets and Animals,Pet Care Tips,https://www.youtube.com/watch?v=EOV3UXvevZY,"""OMG, this dog is an absolute 10/10! 🐶✨ How would YOU rate this cutie? Let’s hear your thoughts! #WholesomeAnimals #DogLovers""",Tai Rebuilds,Captions available,11; So cute 🥰💕🥰💕💕💕💕🥰💕💕💕💕🥰🥰🥰🥰💕🥰; Amazing,False,
Pets and Animals,Pet Care Tips,https://www.youtube.com/watch?v=_FTd-Sx7Orc,"""That moment when you think you’re invisible but your butt says otherwise! 😂🐾 Who else loves hide and seek with their pets? #DogLife #PetFails""",Brennan Rogers,Captions available,"← 🔔 Make sure to subscribe for daily uploads!; Ah yes, cave divers 💀; Cave diver",False,
Pets and Animals,Animal Rescues & Adoption Stories,https://www.youtube.com/watch?v=44XGYsXOOIM,"""Can you believe this? A little lion found his forever home! 🦁❤️ Who else is melting over this adorable rescue? #AnimalRescue #Heartwarming""",Wonderful animals ,Captions available,I need one of them; Still thinking he&#39;s putting himself at risk; May be later part of the video AI created,False,
